PersonId,LastName,UsedFirstName,SchoolNameLongEn,FieldOfStudyEn,DiplomaLongEn,GraduationYear
14065,Blaikie,William Alexander (Bill),University of Winnipeg,Philosophy,Bachelor,1973.0
14065,Blaikie,William Alexander (Bill),Toronto School of Theology,Theology,Master,1977.0
2534,Blain,David,University of Toronto,Laws,Bachelor,1860.0
2534,Blain,David,University of Toronto,Laws,Degree,1870.0
18537,Blair,Bill,University of Toronto,Criminology,Bachelor,
6394,Blair,Duncan Gordon,University of Saskatchewan,Arts,Bachelor,1939.0
6394,Blair,Duncan Gordon,University of Saskatchewan,Laws,Bachelor,1941.0
6394,Blair,Duncan Gordon,University of Oxford,Civil Law,Bachelor,1947.0
7057,Blair,John Knox,University of Toronto,Medicine,Doctorate,
14215,Blair,William Gourlay,Queen's University,Medicine,Doctorate,
7130,Blair,William John,University of Toronto,Civil Engineering,Bachelor,1902.0
10534,Blais,Aristide,Laval University,Medicine,Doctorate,1899.0
10534,Blais,Aristide,Laval University,Science,Bachelor,
4162,Blais,Jean-Jacques,University of Ottawa,Arts,Bachelor,1961.0
4162,Blais,Jean-Jacques,University of Ottawa,Laws,Licentiate,1964.0
4162,Blais,Jean-Jacques,Osgoode Hall Law School,Laws,Bachelor,1966.0
8631,Blais,Pierre,Laval University,Arts,Bachelor,1968.0
8631,Blais,Pierre,Laval University,Laws,Licentiate,1976.0
8831,Blais-Grenier,Suzanne,University of Paris,Economic Science,Doctorate,
8831,Blais-Grenier,Suzanne,McGill University,Sociology,Master,
8831,Blais-Grenier,Suzanne,Laval University,Social Work,Master,
4917,Blake,Edward,University of Toronto,Arts,Bachelor,1854.0
4917,Blake,Edward,University of Toronto,Arts,Master,
7772,Blake,Matthew Robert,Royal College of Surgeons of London,Medicine,Degree,
7772,Blake,Matthew Robert,Royal College of Physicians of London,Medicine,Licentiate,
7772,Blake,Matthew Robert,Trinity College,Medicine,Doctorate,
11318,Blaker,Roderick,McGill University,Arts,Bachelor,1959.0
11318,Blaker,Roderick,McGill University,Civil Law,Bachelor,1962.0
17922,Blanchette,Denis,Laval University,Sociology and Journalism,Bachelor,1978.0
17922,Blanchette,Denis,Public administration university,Management,Unknown,2008.0
12517,Blanchette,Joseph-Adéodat,Catholic University,Arts,Bachelor,
17929,Blanchette-Lamothe,Lysane,Unknown,Education,Master (Incomplete),
17929,Blanchette-Lamothe,Lysane,University of Quebec at Trois-Rivières,Special Education,Diploma,
7046,Blaney,Steven,University of Quebec at Rimouski,Business Administration,Master,2002.0
7046,Blaney,Steven,Sherbrooke University,Applied Science,Diploma,
5921,Blenkarn,Donald Alex,University of Toronto,Laws,Bachelor,
17308,Block,Kelly,High School,General,High School Diploma,
2217,Blondin,Pierre Édouard,Laval University,Laws,Diploma,
6997,Blondin-Andrew,Ethel Dorothy,University of Alberta,Education,Bachelor,
6479,Blouin,Gustave,McGill University,Industrial Relations,Unknown,
3588,Bodnar,Morris P.,University of Saskatchewan,Arts,Bachelor,1969.0
3588,Bodnar,Morris P.,University of Saskatchewan,Laws,Bachelor,1972.0
9692,Bodwell,Ebenezer Vining,Wisconsin University,Unknown,Unknown,
18634,Boehm,Peter,University of Edinburgh,History,Doctorate,
18634,Boehm,Peter,Carleton University,International Affairs,Master,
18634,Boehm,Peter,Wilfrid Laurier University,History and English,Bachelor,
8160,Bois,Henri Charles,Laval University,Agriculture,Bachelor,1917.0
8160,Bois,Henri Charles,Institut national agronomique,Agriculture,Unknown,1923.0
8160,Bois,Henri Charles,Montreal University,Science,Doctorate,1947.0
8160,Bois,Henri Charles,Cornell University,Agriculture,Unknown,
8160,Bois,Henri Charles,Montreal University,Science,Bachelor,
18419,Boissonnault,Randy,University of Alberta,Arts,Bachelor,1994.0
18419,Boissonnault,Randy,University of Oxford,Unknown,Post-graduate studies,
17771,Boisvenu,Pierre-Hugues,Montreal University,Education,Bachelor,1971.0
17771,Boisvenu,Pierre-Hugues,Public administration university,Public Administration,Master,1982.0
12103,Boisvert,Maurice,Laval University,Laws,Bachelor,
12103,Boisvert,Maurice,Laval University,Arts,Bachelor,
2284,Boivin,Françoise,University of Ottawa,Social Science,Bachelor,
2284,Boivin,Françoise,University of Ottawa,Civil Law,Licentiate,
7721,Boivin,Georges Henri,Laval University,Arts,Bachelor,1902.0
7446,Bolduc,Joseph,Laval University,Laws,Degree,1874.0
2542,Bolduc,Roch,Laval University,Arts,Bachelor,1948.0
2542,Bolduc,Roch,Laval University,Laws,Licentiate,1951.0
2542,Bolduc,Roch,University of Chicago,Public Administration,Post-graduate studies,1953.0
4942,Bole,David Wesley,Ontario College of Pharmacy,Pharmacy,Degree,1880.0
18710,Boniface,Gwen,York University,Arts,Bachelor,1982.0
18710,Boniface,Gwen,Osgoode Hall Law School,Laws,Bachelor,1988.0
14354,Bonin,Raymond,Laurentian University,Teaching,Certificate,1985.0
14354,Bonin,Raymond,Laurentian University,Political Science,Bachelor,
15496,Bonnell,M. Lorne,Dalhousie University,Medicine,Doctorate,1949.0
6753,Bonnell,Saul,McGill University,Medicine,Doctorate,1896.0
6753,Bonnell,Saul,Mount Allison University,Unknown,Bachelor,
9149,Bonsant,France,University of Quebec,Human Resources,Unknown,
16624,Booth,Charles Stephen,University of Manitoba,Laws,Bachelor,
14748,Borden,Frederick William,King's College,Arts,Bachelor,1866.0
14748,Borden,Frederick William,Harvard University,Medicine,Doctorate,1868.0
15531,Borden,Robert Laird,Queen's University,Laws,Honorary doctorate,1903.0
15531,Borden,Robert Laird,St. Francis Xavier University,Laws,Honorary doctorate,1905.0
15531,Borden,Robert Laird,McGill University,Laws,Honorary doctorate,1913.0
15531,Borden,Robert Laird,Edinburgh University,Laws,Honorary doctorate,1917.0
17945,Borg,Charmaine,McGill University,Political Science,Unknown,
16006,Borotsik,Rick,Brandon University,Arts,Bachelor,1971.0
13910,Borron,Edward Barnes,Edinburgh University,Unknown,Unknown,
13910,Borron,Edward Barnes,Newcastle University,Unknown,Unknown,
464,Bosa,Peter,University of Toronto,Unknown,Unknown,
323,Boshcoff,Ken,Lakehead University,Political Science and Economy,Bachelor,1972.0
323,Boshcoff,Ken,York University,Environmental Studies,Master,1975.0
4098,Bosley,John William,York University,Environmental Studies,Post-graduate studies,
4098,Bosley,John William,Trinity College,Philosophy,Bachelor,
18503,Bossio,Mike,York University,Philosophy,Bachelor,
10591,Bossé,Joseph Guillaume,Laval University,Laws,Bachelor,
3993,Bostock,Hewitt,Trinity College,Mathematics,Degree,1885.0
3993,Bostock,Hewitt,Trinity College,Arts,Master,1890.0
1879,Bothwell,Charles Edward,Osgoode Hall Law School,Laws,Unknown,
9129,Bouchard,Benoît,Laval University,Literature,Licentiate,
1081,Bouchard,Joseph Georges,Laval University,Literature,Doctorate,1930.0
1081,Bouchard,Joseph Georges,Laval University,Arts,Bachelor,
1081,Bouchard,Joseph Georges,Cornell University,Unknown,Unknown,
1081,Bouchard,Joseph Georges,École Supérieur d'Agriculture d'Angers,Agriculture,Unknown,
1081,Bouchard,Joseph Georges,Université catholique de Louvain,Agriculture,Unknown,
4866,Bouchard,Lucien,Laval University,Laws,Bachelor,1959.0
4866,Bouchard,Lucien,Laval University,Social Science,Bachelor,
4866,Bouchard,Lucien,Laval University,Laws,Licentiate,
13389,Bouchard,Robert,Public administration university,Business Administration,Master,1982.0
13389,Bouchard,Robert,University of Quebec at Trois-Rivières,Recreology,Bachelor,
11093,Bouchard,Télésphore-Damien,Saint-Hyacinthe College,Literature,Bachelor,
15179,Boucher,Aimé,Laval University,Arts,Bachelor,
3544,Boucher,George Russell,University of Toronto,Arts,Bachelor,
3544,Boucher,George Russell,Osgoode Hall Law School,Laws,Diploma,
7842,Boucher,Jean,McGill University,Social Science,Bachelor,
7842,Boucher,Jean,Montreal University,Civil Law,Bachelor,
7842,Boucher,Jean,Montreal University,Political Science and Economy,Unknown,
5174,Boucher,Joseph Gaspard,Collège Sainte-Anne-de-la-Pocatière,Literary studies,Doctorate,
5174,Boucher,Joseph Gaspard,École Supérieure Ste-Anne de la Pocatière,Agriculture,Master,
5174,Boucher,Joseph Gaspard,St. Joseph University,Agriculture,Bachelor,
8560,Boucher de Boucherville,Charles Eugène,University of Paris,Medicine,Doctorate,
8560,Boucher de Boucherville,Charles Eugène,McGill University,Medicine,Diploma,
4689,Boudreau,J. Bernard,St. Francis Xavier University,Arts,Bachelor,
4689,Boudreau,J. Bernard,Dalhousie University,Laws,Bachelor,
9984,Boudria,Don,University of Waterloo,History,Bachelor,1999.0
18597,Boudrias,Michel,University of Quebec at Montréal,Laws,,
6172,Bouffard,Paul Henri,Laval University,Arts,Bachelor,
6172,Bouffard,Paul Henri,Laval University,Laws,Licentiate,
6172,Bouffard,Paul Henri,Laval University,Laws,Doctorate,
17306,Boughen,Ray,St. Cloud State University,Science,Bachelor,1960.0
17306,Boughen,Ray,University of Saskatchewan,Education,Bachelor,1967.0
17306,Boughen,Ray,Western Oregon University,Science,Master,1970.0
2270,Boulanger,Joseph Oscar Lefebre,Laval University,Arts,Bachelor,
2270,Boulanger,Joseph Oscar Lefebre,McGill University,Laws,Bachelor,
10365,Boulanger,Samuel,Laval University,Agriculture,Bachelor,
3030,Boulay,Herménégilde,Séminaire de Rimouski,Unknown,Bachelor,
17937,Boulerice,Alexandre,Montreal University,Sociology,Bachelor,1995.0
13918,Boulianne,Marc,Laval University,Arts,Bachelor,1966.0
13918,Boulianne,Marc,Laval University,Teaching,Certificate,1970.0
13918,Boulianne,Marc,Laval University,History,Licentiate,1970.0
13918,Boulianne,Marc,Laval University,Pedagogy,Certificate,1970.0
13918,Boulianne,Marc,Laval University,Social Science,Certificate,1970.0
13346,Boulton,Charles Arkoll,Upper Canada College,Unknown,Unknown,
10713,Bourassa,Joseph Boutin,Laval University,Laws,Unknown,
13026,Bourassa,Joseph Henri Napoléon,Montréal Polytechnic School,Unknown,Unknown,1885.0
13026,Bourassa,Joseph Henri Napoléon,Holy Cross College,Unknown,Unknown,1886.0
11099,Bourbonnais,Augustin,Laval University,Medicine,Doctorate,1875.0
1027,Bourbonnais,Marcel,Montreal Technical School,Mechanical Engineering,Diploma,
7443,Bourgault,Lise,Laval University,Arts,Bachelor,
7443,Bourgault,Lise,Public administration university,Administration,Unknown,
9385,Bourgeois,Charles,Laval University,Arts,Bachelor,
9385,Bourgeois,Charles,Laval University,Laws,Master,
9385,Bourgeois,Charles,University of Ottawa,Laws,Doctorate,
3753,Bourgeois,Diane,Montreal University,Pedagogy,Bachelor,1970.0
3753,Bourgeois,Diane,Montreal University,Animation,Diploma,1985.0
3753,Bourgeois,Diane,Montreal School of Higher Commercial Studies,Business Administration,Unknown,
3858,Bourget,Maurice,Montréal Polytechnic School,Applied Science,Bachelor,
6049,Bourque,Thomas-Jean,St. Joseph University,Arts,Master,
6049,Bourque,Thomas-Jean,St. Joseph University,Medicine,Doctorate,
9264,Boutin,Pierre-André,Laval University,Arts,Bachelor,
9264,Boutin,Pierre-André,Laval University,Education,Bachelor,
17909,Boutin-Sweet,Marjolaine,Trent University,Anthropology,Bachelor,1977.0
17909,Boutin-Sweet,Marjolaine,University of Alberta,Anthropology,Master,1986.0
2544,Bown,John Young,St. Andrews University,Medicine,Degree,
14404,Boyce,Arthur Cyril,Osgoode Hall Law School,Laws,Unknown,
6525,Boyer,Arthur,University of London (U.K.),Unknown,Unknown,
13582,Boyer,Gustave Benjamin,Laval University,Unknown,Unknown,
934,Boyer,Patrick,University of Toronto,Laws,Bachelor,1975.0
934,Boyer,Patrick,University of Toronto,History,Master,1975.0
934,Boyer,Patrick,Carleton University,Arts,Bachelor,
934,Boyer,Patrick,The Hague Academy of International Law,International Law,Unknown,
934,Boyer,Patrick,Montreal University,French Literature and Language,Unknown,
20016,Boyer,Yvonne,University of Saskatchewan,Laws,Bachelor,1996.0
20016,Boyer,Yvonne,University of Ottawa,Laws,Master,2002.0
20016,Boyer,Yvonne,University of Ottawa,Laws,Doctorate,2011.0
20016,Boyer,Yvonne,University of Regina,,Post-graduate studies,2013.0
20016,Boyer,Yvonne,Nipissing University,Education,Honorary doctorate,2018.0
8868,Boyes,Frank,Ontario Agricultural College,Unknown,Unknown,
10957,Boys,William Alves,Osgoode Hall Law School,Laws,Unknown,
2463,Bracken,John,University of Illinois,Agriculture,Bachelor,
2463,Bracken,John,Ontario Agricultural College,Agriculture,Unknown,
13639,Bradette,Joseph-Arthur,University of Ottawa,Arts,Bachelor,
5569,Bradley,Frederick Gordon,Dalhousie University,Laws,Bachelor,1914.0
6545,Bradley,Harry Oliver,McMaster University,Arts,Bachelor,
6545,Bradley,Harry Oliver,"Ontario College of Education, University of Toronto",Education,Unknown,
14218,Bradley,T.A. Bud,University of Alberta,Dentistry,Diploma,
6073,Brady,James Charles,Dublin University,Arts,Master,
17940,Brahmi,Tarik,Montpellier University,Engineering,Degree,1991.0
17281,Braid,Peter,University of Toronto,International Relations,Bachelor,1989.0
17281,Braid,Peter,University of Waterloo,Unknown,Unknown,
17787,Braley,David,McMaster University,Unknown,Unknown,
8965,Brand,Lewis Mackenzie,University of Saskatchewan,Arts,Bachelor,1945.0
8965,Brand,Lewis Mackenzie,University of Manitoba,Medicine,Doctorate,1949.0
3998,Brassard,Augustin,Laval University,Laws,Bachelor,1948.0
3998,Brassard,Augustin,Montreal University,Arts,Bachelor,
1244,Brasset,Maurice,Collège Sainte-Anne-de-la-Pocatière,Arts,Bachelor,
17338,Brazeau,Patrick,University of Ottawa,Civil Law,Unknown,
17338,Brazeau,Patrick,University of Ottawa,Social Science,Bachelor,
14829,Breau,Herb,University of Moncton,Commercial Science,Bachelor,1966.0
14829,Breau,Herb,St. Joseph University,Unknown,Unknown,
8940,Breaugh,Michael James,University of Toronto,Education,Bachelor,
8940,Breaugh,Michael James,Queen's University,Arts,Bachelor,
311,Breithaupt,Louis Orville,University of Toronto,Unknown,Unknown,
15709,Breitkreuz,Cliff N.,University of Lethbridge,Education,Bachelor,1978.0
15709,Breitkreuz,Cliff N.,University of Alberta,Political Science and Economy,Bachelor,1982.0
971,Breitkreuz,Garry W.,University of Saskatchewan,Education,Bachelor,1967.0
9739,Breton,Maurice,Montreal University,Arts,Bachelor,
9739,Breton,Maurice,Montreal University,Laws,Master,
18596,Breton,Pierre,University of Quebec at Montréal,Business Administration,Bachelor,
7618,Brewin,Francis Andrew,Osgoode Hall Law School,Laws,Unknown,1930.0
14039,Brewin,John F.,Trinity College,Arts,Bachelor,1958.0
14039,Brewin,John F.,University of Toronto,Laws,Bachelor,1964.0
16742,Bridges,Hedley Francis Gregory,University of New Brunswick,Arts,Bachelor,1922.0
17030,Bridgman,Margaret,University of Saskatchewan,Nursing,Degree,
11683,Brien,James,Royal College of Physicians and Surgeons,Medicine,Unknown,
15035,Brien,John Wesley,Trinity College,Medicine,Doctorate,
370,Brien,Pierre,Montreal School of Higher Commercial Studies,Administration,Bachelor,1993.0
1886,Brightwell,A.H. Harry,University of Toronto,Veterinary Medicine,Doctorate,1956.0
1302,Brisco,Robert Hylton,Canadian Memorial Chiropractic College,Chiropractic,Doctorate,1953.0
11510,Brison,Scott,Dalhousie University,Commerce,Bachelor,1989.0
12030,Brisson,Lomer,Laval University,Social Science,Licentiate,
12030,Brisson,Lomer,Séminaire de Chicoutimi,Arts,Bachelor,
12030,Brisson,Lomer,Laval University,Laws,Licentiate,
2538,Bristol,Edmund James,University of Toronto,Arts,Licentiate,1883.0
2538,Bristol,Edmund James,Osgoode Hall Law School,Laws,Unknown,
10255,Britton,Byron Moffatt,University of Victoria,Arts,Bachelor,1856.0
10255,Britton,Byron Moffatt,University of Victoria,Arts,Master,1868.0
6434,Broadbent,John Edward,University of Toronto,Philosophy,Bachelor,1959.0
6434,Broadbent,John Edward,University of Toronto,Philosophy,Master,1961.0
6434,Broadbent,John Edward,London School of Economics and Political Science,Unknown,Post-graduate studies,1964.0
6434,Broadbent,John Edward,University of Toronto,Political Science,Doctorate,1965.0
6434,Broadbent,John Edward,Dalhousie University,Unknown,Unknown,1990.0
12590,Brodeur,Louis-Philippe,Laval University,Laws,Bachelor,1884.0
12590,Brodeur,Louis-Philippe,Laval University,Laws,Honorary doctorate,1904.0
5415,Brooks,Alfred Johnson,University of New Brunswick,Laws,Bachelor,
5415,Brooks,Alfred Johnson,University of New Brunswick,Arts,Bachelor,
7638,Brooks,Edward Towle,Dartmouth College,Arts,Bachelor,1850.0
7638,Brooks,Edward Towle,Dartmouth College,Arts,Master,1853.0
17899,Brosseau,Ruth Ellen,St. Lawrence College,Advertising and Integrated Marketing Communications,Unknown,
13999,Brouse,William Henry,McGill University,Medicine,Doctorate,1847.0
13999,Brouse,William Henry,Victoria College,Arts,Master,
13806,Browes,Pauline,York University,Arts,Bachelor,
6431,Brown,Albert A.,Osgoode Hall Law School,Laws,Unknown,
6431,Brown,Albert A.,University of Toronto,Arts,Bachelor,
5787,Brown,Albert Joseph,McGill University,Arts,Bachelor,1883.0
5787,Brown,Albert Joseph,McGill University,Civil Law,Bachelor,1886.0
5787,Brown,Albert Joseph,McGill University,Laws,Doctorate,1923.0
17131,Brown,Bert,Mount Royal College,Civil Engineering,Diploma,
17131,Brown,Bert,University of Oklahoma,Civil Engineering,Diploma,
3713,Brown,Donald Ferguson,Osgoode Hall Law School,Laws,Unknown,
